Year,Month,Acronym,Party
1977,06,UCD,UNION DE CENTRO DEMOCRATICO
1977,06,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL
1977,06,PCE,PARTIDO COMUNISTA DE ESPAÑA
1977,06,AP,FEDERACION DE PARTIDOS DE ALIANZA POPULAR
1977,06,PSP-US,PARTIDO SOCIALISTA POPULAR - UNIDAD SOCIALISTA
1977,06,PDPC,COALICION ELECT.PACTE DEMOCRATIC PER CATALUNYA
1977,06,PNV,EUZKO ALDERDI JELTZALEA-PARTIDO NACIONALISTA VASCO
1977,06,FDC-EDC,COALICION ELECT. EQUIPO DE LA DEMOCRACIA CRISTIANA
1977,06,UDC-IDCC,UNIO DEL CENTRE I LA DEM. CRISTIANA DE CATALUNYA
1977,06,EC-FED,COALICION ELECTORAL ESQUERRA DE CATALUÑA
1977,06,FDI,FRENTE DEMOCRATICO DE IZQUIERDAS
1977,06,ASDCI,ALIANZA SOCIALISTA DEMOCRATICA
1977,06,AET,AGRUPACION ELECTORAL DE TRABAJADORES
1977,06,AN18,ALIANZA NACIONAL 18 DE JULIO
1977,06,RSE,REFORMA SOCIAL ESPAÑOLA
1977,06,EE,EUSKADIKO EZKERRA
1977,06,FJONSA,FALANGE ESPAÑOLA DE LAS JONS AUTENTICA
1977,06,FUT,FRENTE UNIDAD DE LOS TRABAJADORES
1977,06,CAIC,CANDIDATURA ARAGONESA INDEPENDIENTE DE CENTRO
1977,06,ESB,PARTIDO SOCIALISTA VASCO
1977,06,PSPV,PARTIDO SOCIALISTA DEL PAIS VALENCIA
1977,06,CANDIDATURA INDEPENDIENTE DE CENTRO,CANDIDATURA INDEPENDIENTE DE CENTRO
1977,06,PSG,PARTIDO SOCIALISTA GALEGO
1977,06,DCV,DEMOCRACIA CRISTIANA VASCA
1977,06,FJONS,FALANGE ESPAÑOLA DE LAS JONS
1977,06,UNAI,UNION NAVARRA DE IZQUIERDA
1977,06,BNPG,BLOQUE NACIONAL POPULAR GALLEGO
1977,06,AFN,ALIANZA FORAL NAVARRA
1977,06,URA,UNIDAD REGIONAL ANDALUZA
1977,06,PSOE-H,P. SOCIALISTA OBRERO ESPAÑOL(SECTOR HISTORICO)
1977,06,LLIGA,LLIGA DE CATALUNYA PARTIT LIBERAL CATALA
1977,06,ANEPA-CP,ASOC.NAL. PARA EL ESTUDIO DE PROBLEMAS ACTUALES
1977,06,UAN,UNION AUTONOMISTA DE NAVARRA
1977,06,PCU,PUEBLO CANARIO UNIDO
1977,06,DIV,DEMOCRATAS INDEPENDIENTES VASCOS
1977,06,CUPS,UNITAT POPULAR PER SOCIALISME
1977,06,UAB,UNIO AUTONOMISTA
1977,06,CCIA,CENTRO IZQUIERDA DE ALBACETE
1977,06,URAS,UNIDAD REGIONALISTA
1977,06,FNI,FRENTE NAVARRO INDEPENDIENTE
1977,06,PPCAN,PARTIDO POPULAR CANARIO
1977,06,DSCC,DEMOCRACIA SOCIAL CRISTIANA DE CATALUÑA
1977,06,MS,MOVIMIENTO SOCIALISTA
1977,06,MFA,MONTEJURRA-FEDERALISMO-AUTOGESTION
1977,06,ASA,AGRUP.ELEC. Y PART.INDEP. ACCION SOCIAL AGRARIA
1977,06,CJA,ASOCIACION CIRCULOS JOSE ANTONIO
1977,06,CANDIDATURA INDEPENDIENTE,CANDIDATURA INDEPENDIENTE
1977,06,ANV,ACCION NACIONALISTA VASCA
1977,06,CANDIDATURA INDEP. AL CONGRESO PER PROV. GIRONA,CANDIDATURA INDEP. AL CONGRESO PER PROV. GIRONA
1977,06,INDEPENDIENTE,INDEPENDIENTE
1977,06,DCAR,DEMOCRACIA CRISTIANA ARAGONESA
1977,06,CANDIDATURA RIOJANA INDEPENDIENTE,CANDIDATURA RIOJANA INDEPENDIENTE
1977,06,FN,ASOCIACION POLITICA FUERZA NUEVA
1977,06,CUP,UNIDAD POPULAR
1977,06,PSCAN,PARTIDO SOCIALISTA DE CANARIAS
1977,06,PIM,PARTIDO INDEPENDIENTE DE MADRID
1977,06,FAA,FRENTE AUTONOMISTA ARAGONES
1977,06,PPROV,PARTIDO PROVERISTA
1977,06,INDEPENDIENTE,INDEPENDIENTE
1977,06,ICU,IZQUIERDA CANARIA UNIDA
1977,06,PSDE,PARTIDO SOCIALISTA DEMOCRATICO ESPAÑOL
1977,06,PDG,PARTIDO DEMOCRATA GALLEGO
1977,06,UDIB,UNION DEMOCRATA DE LAS ISLAS BALEARES
1977,06,CANDIDATURA INDEPENDIENTE,CANDIDATURA INDEPENDIENTE
1977,06,FL,FEDERACION LABORISTA
1977,06,INDEPENDIENTE,INDEPENDIENTE
1977,06,AGRUPACION RIOJANA INDEPENDIENTE,AGRUPACION RIOJANA INDEPENDIENTE
1977,06,INDEPENDIENTE,INDEPENDIENTE
1977,06,PRSV,PARTIDO RADICAL SOCIALISTA DE VALENCIA
1977,06,ELECTORS CARLINS DEL PAIS VALENCIA,ELECTORS CARLINS DEL PAIS VALENCIA
1977,06,CANDIDATURA INDEPENDIENTE,CANDIDATURA INDEPENDIENTE
1977,06,AEICYU,AGRUPACION ELECTORAL INDEP. DEL CAMPO Y LA CIUDAD
1977,06,CUIR,CANDIDATURA UNITARIA DE LA IZQUIERDA REGIONALISTA
1977,06,CIPYE,CANDIDATOS INDEP. DE LA PEQUEÑA Y MEDIANA EMPRESA
1977,06,ADEC,ASOCIACION DE ELECTORES DE CEUTA
1977,06,ADC,AGRUPACION DE ELECTORES CARLISTAS
1977,06,FEI,FALANGE ESPAÑOLA INDEPENDIENTE
1977,06,PAE,PARTIDO AGRARIO ESPAÑOL
1977,06,PLI,PARTIDO LIBERAL INDEPENDIENTE
1977,06,INDEPENDIENTE,INDEPENDIENTE
1977,06,BAI,BLOQUE ANDALUZ DE IZQUIERDA
1977,06,CAI,CANDIDATURA ANDALUZA DE IZQUIERDA
1979,03,UCD,UNION DE CENTRO DEMOCRATICO
1979,03,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL
1979,03,PCE,PARTIDO COMUNISTA DE ESPAÑA
1979,03,CD,COALICION DEMOCRATICA
1979,03,CIU,COALICION CONVERGENCIA Y UNIO
1979,03,UN,PARTIDO UNION NACIONAL
1979,03,PSA-PA,PARTIDO ANDALUCISTA
1979,03,PNV,EUZKO ALDERDI JELTZALEA-PARTIDO NACIONALISTA VASCO
1979,03,PTE,PARTIDO DEL TRABAJO DE ESPAÑA
1979,03,HB,HERRI BATASUNA
1979,03,PSOE-H,PART. SOCIALISTA OBRERO ESPAÑOL(SECTOR HISTORICO)
1979,03,ORT,ORGANIZACION REVOLUCIONARIA DE LOS TRABAJADORES
1979,03,ERFN,ESQUERRA REPUBLICANA DE CATALUNYA - FRONT NACIONAL
1979,03,EE,EUSKADIKO EZKERRA
1979,03,MC-OIC,MOVIMIENTO COMUNISTA-ORGANIZ.IZQUIERDA COMUNISTA
1979,03,BNPG,BLOQUE NACIONAL POPULAR GALLEGO
1979,03,C-UPC,UNION DEL PUEBLO CANARIO
1979,03,BEAN,BLOC D'ESQUERRAD'ALLIBERAMENT NACIONAL
1979,03,PG-POG-PSG,UNIDADE GALEGA
1979,03,IR,IZQUIERDA REPUBLICANA
1979,03,PCARL,PARTIDO CARLISTA
1979,03,OCEBR-UCE,ORGANIZ. COMUNISTA DE ESPAÑA B.R.-UNIF.COMUNISTA
1979,03,PCT,PARTIDO COMUNISTA DE LOS TRABAJADORES
1979,03,PAR,PARTIDO ARAGONES REGIONALISTA
1979,03,LCR,LIGA COMUNISTA REVOLUCIONARIA
1979,03,UFV,UNION FORAL PAIS VASCO
1979,03,FJONSA,FALANGE ESPAÑOLA DE LAS JONS AUTENTICA
1979,03,UPN,UNION DEL PUEBLO NAVARRO
1979,03,PSAR - PSDA,COALICION POR ARAGON
1979,03,PANCAL,PARTIDO NACIONALISTA DE CASTILLA Y LEON
1979,03,PLIB,PARTIDO LIBERAL
1979,03,URV,UNIO REGIONAL VALENCIANISTA
1979,03,PNPV,PARTIT NACIONALISTA DEL PAIS VALENCIA
1979,03,UNAI,UNION NAVARRA DE IZQUIERDA
1979,03,PRE,PARTIDO RURALISTA ESPAÑOL
1979,03,PDPCAN,PARTIDO DEL PAIS CANARIO
1979,03,SMIM,SOCIALISTAS DE MALLORCA I MENORCA
1979,03,PSIN,PARTIDO SINDICALISTA
1979,03,ULE,UNION PARA LA LIBERTAD DE EXPRESION
1979,03,E CATALA,ESTAT CATALA
1979,03,P-CANT,PARTIDO CANTONAL
1979,03,CIC,CANDIDATURA INDEPENDIENTE DEL CAMPO
1979,03,DSCC,DEMOCRACIAL SOCIAL CRISTIANA DE CATALUÑA
1979,03,PPROV,PARTIDO PROVERISTA
1979,03,ARDE,ACCION REPUBLICANA DEMOCRATICA ESPAÑOLA
1979,03,LC,LIGA COMUNISTA
1979,03,CNA,CONCEYU NACIONALISTA ASTUR
1979,03,FEA,FALANGE ESPAÑOLA AUTENTICA
1979,03,PIPPA,PARTIDO INDEPENDIENTE PRO POLITICA AUSTERA
1979,03,POC,PARTIDO OBRERO Y CAMPESINO
1979,03,CIME,CANDIDATOS INDEPENDIENTES
1979,03,UF-FI-AT,FALANGE ESPAÑOLA INDEPENDIENTE-UNIDAD FALANGISTA
1979,03,FE-UF,FALANGE ESPAÑOLA - UNIDAD FALANGISTA
1982,10,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL
1982,10,AP-PDP,ALIANZA POPULAR - PARTIDO DEMOCRATA POPULAR
1982,10,UCD,UNION DE CENTRO DEMOCRATICO
1982,10,PCE,PARTIDO COMUNISTA DE ESPAÑA
1982,10,CIU,CONVERGENCIA I UNIO
1982,10,CDS,CENTRO DEMOCRATICO Y SOCIAL
1982,10,EAJ-PNV,PARTIDO NACIONALISTA VASCO-EUZKO ALDERDI JELTZALEA
1982,10,HB,AGRUPACION ELECTORES HERRI BATASUNA
1982,10,ERC,ESQUERRA REPUBLICANA DE CATALUNYA
1982,10,FN,ASOCIACION POLITICA FUERZA NUEVA
1982,10,PST,PARTIDO SOCIALISTA DE LOS TRABAJADORES
1982,10,EE,EUSKADIKO EZKERRA - IZQUIERDA PARA EL SOCIALISMO
1982,10,PSA-PA,PARTIDO SOCIALISTA DE ANDALUCIA - PARTIDO ANDALUZ
1982,10,PCC,PARTIT DELS COMUNISTES DE CATALUNYA
1982,10,B-PSG,BLOQUE PSG
1982,10,UPC,UNION DEL PUEBLO CANARIO
1982,10,NE,NACIONALISTES D'ESQUERRA
1982,10,SE,SOLIDARIDAD ESPAÑOLA
1982,10,EU,EXTREMADURA UNIDA
1982,10,PCOE,PARTIDO COMUNISTA OBRERO ESPAÑOL
1982,10,CC,CONVERGENCIA CANARIA
1982,10,UCE,UNIFICACION COMUNISTA DE ESPAÑA
1982,10,PCE (M-L),PARTIDO COMUNISTA DE ESPAÑA (MARXISTA-LENINISTA)
1982,10,EG,ESQUERDA GALEGA
1982,10,AC-CC,ASAMBLEA CANARIA - COORDINADORA CANARIA
1982,10,UPV,UNITAT DEL POBLE VALENCIA
1982,10,CUC,CANDIDATURA DE UNIDAD COMUNISTA
1982,10,EUPV,ESQUERRA UNIDA DEL PAIS VALENCIA
1982,10,MFE,MOVIMIENTO FALANGISTA DE ESPAÑA
1982,10,AEBA,AGRUPACION ELECTORAL BLOQUE AGRARIO
1982,10,PSM,COALICION ELECTORAL PSM-NACIONALISTES DE LES ILLES
1982,10,PSA,PARTIDO SOCIALISTA DE ARAGON
1982,10,ENV-URV,ESQUERRA NACIONALISTA VALENCIANA
1982,10,PS,PARTIDO SOCIALISTA
1982,10,AEGI,AGRUPACION ELECTORAL GALLEGA INDEPENDIENTE
1982,10,LC (COSI),LIGA COMUNISTA (C.OBREROS SOCIAL.INTERNACIONALIS.)
1982,10,CE-FCC,COALICION ELECTORAL FRONT COMUNISTA DE CATALUNYA
1982,10,FIC,FRENTE DE IZQUIERDA COMUNISTA
1982,10,PNC,PARTIDO NACIONALISTA CANARIO
1982,10,PREPAL,PARTIDO REGIONALISTA DEL PAIS LEONES
1982,10,CC,CONSERVADORS DE CATALUNYA
1982,10,FE-JONS,FALANGE ESPAÑOLA DE LAS JONS
1982,10,PADL,PARTIDO ASTURIANO DEMOCRATA LIBERAL
1982,10,IDG,INDEPENDIENTES Y EMIGRANTES DE GALICIA
1982,10,PRE,PARTIDO RURALISTA ESPAÑOL
1982,10,FE-I,FALANGE ESPAÑOLA INDEPENDIENTE
1982,10,PNC,PARTIDO NACIONALISTA CEUTI
1982,10,ACI,AGRUPACION CIUDADANA INDEPENDIENTE
1982,10,M.CAT.E,MOVIMIENTO CATOLICO ESPAÑOL
1982,10,LCR-MC,COALICION ELECTORAL IZQUIERDA COMUNISTA
1982,10,PDB,PARTIDO DE EL BIERZO
1982,10,ASDC,ASOCIACION SOCIALDEMOCRATA CANARIA
1982,10,IR,IZQUIERDA REPUBLICANA
1982,10,FA,FALANGE ASTURIANA
1982,10,PC,PARTIDO CARLISTA
1982,10,PAE,PARTIDO AGRARIO ESPAÑOL
1982,10,PP,PARTIDO PROVERISTA
1982,10,CIR,COORDINADORA DE LA IZQUIERDA RIOJANA
1982,10,PCU,PUEBLO CANARIO UNIDO
1982,10,EM,AGRUPACION DE ELECTORES ESQUERRA MALLORQUINA
1982,10,BIA,BLOQUE DE IZQUIERDA ASTURIANA
1986,06,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL
1986,06,AP-PDP-PL,COALICION POPULAR
1986,06,CDS,CENTRO DEMOCRATICO Y SOCIAL
1986,06,CIU,CONVERGENCIA I UNIO
1986,06,IU,COALICION IZQUIERDA UNIDA
1986,06,EAJ-PNV,PARTIDO NACIONALISTA VASCO
1986,06,HB,HERRI BATASUNA
1986,06,MUC,MESA PARA LA UNIDAD DE LOS COMUNISTAS
1986,06,PRD,PARTIDO REFORMISTA DEMOCRATICO
1986,06,EE,EUSKADIKO EZKERRA
1986,06,PA,PARTIDO ANDALUCISTA
1986,06,ERC,ESQUERRA REPUBLICANA DE CATALUNYA
1986,06,CG,COALICION GALEGA
1986,06,PST,PARTIDO SOCIALISTA DE LOS TRABAJADORES
1986,06,PAR,PARTIDO ARAGONES REGIONALISTA
1986,06,AIC,COALICION AGRUPACIONES INDEPENDIENTES DE CANARIAS
1986,06,UV,UNIO VALENCIANA
1986,06,PCC,PARTIT DELS COMUNISTES DE CATALUNYA
1986,06,PSG-EG,PARTIDO SOCIALISTA GALEGO-ESQUERDA GALEGA
1986,06,FE-JONS,FALANGE ESPAÑOLA DE LAS JONS
1986,06,UCE,UNIFICACION COMUNISTA DE ESPAÑA
1986,06,UPV,UNITAT DEL POBLE VALENCIA
1986,06,AC-INC,ASAMBLEA CANARIA-IZQUIERDA NACIONALISTA CANARIA
1986,06,LV,LOS VERDES
1986,06,AV,LISTA ALTERNATIVA VERDE
1986,06,VERDE,VERTICE ESPAÑOL REIVINDICACION DESARROLL ECOLOGICO
1986,06,UPR,UNIDAD  POPULAR REPUBLICANA
1986,06,BNG,BLOQUE NACIONALISTA GALEGO
1986,06,POSI,PARTIDO OBRERO SOCIALISTA INTERNACIONALISTA
1986,06,EU,EXTREMADURA UNIDA
1986,06,PSPA,PARTIDO SOCIALISTA DEL PUEBLO ANDALUZ
1986,06,PSM-EN,PSM ESQUERRA NACIONALISTA
1986,06,CUN,COALICION DE UNIDAD NACIONAL
1986,06,PORE,PARTIDO DE LOS OBREROS REVOLUCIONARIOS DE ESPAÑA
1986,06,PSDC,PARTIT SOCIALDEMOCRATA DE CATALUNYA
1986,06,ADEI,AGRUPACION DE ELECTORES INDEPENDIENTES
1986,06,CL,COALICION CONVERGENCIA LEONESISTA
1986,06,PREPAL,PARTIDO REGIONALISTA DEL PAIS LEONES
1986,06,ENV-URV,ESQUERRA NACIONALISTA VALENCIANA
1986,06,LOC,LIGA OBRERA COMUNISTA
1986,06,PMCN,PARTIDO MODERADO-CENTRISTAS DE NAVARRA
1986,06,CN,CULTURA NATURAL
1986,06,PRM,PARTIDO REGIONALISTA MURCIANO
1986,06,PED,PARTIDO ESPAÑOL DEMOCRATA
1986,06,PANCAL,PARTIDO NACIONALISTA DE CASTILLA Y LEON
1986,06,CA,COALICION CANDIDATURA POR LA AUTONOMIA
1986,06,PROV,PARTIDO PROVERISTA
1986,06,AE-AIC,"AGRUPACION ELECTORAL""AGRUP INDEPENDIENTE DE CEUTA"""
1986,06,PAEC,PARTIDO ESPAÑOL CRISTIANO
1986,06,EMK,MOVIMIENTO COMUNISTA DE EUSKADI
1986,06,LKI,LIGA KOMUNISTA IRAULTZAILEA
1989,10,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL
1989,10,PP,PARTIDO POPULAR
1989,10,IU,IZQUIERDA UNIDA
1989,10,CDS,CENTRO DEMOCRATICO Y SOCIAL
1989,10,CIU,CONVERGENCIA I UNIO
1989,10,EAJ-PNV,EUZKO ALDERDI JELTZALEA-PARTIDO NACIONALISTA VASCO
1989,10,RUIZ-MATEOS,AGRUPACION RUIZ-MATEOS
1989,10,HB,HERRI BATASUNA
1989,10,PA,PARTIDO ANDALUCISTA
1989,10,LV-LV,LOS VERDES-LISTA VERDE
1989,10,UV,UNIO VALENCIANA
1989,10,EA,EUSKO ALKARTASUNA
1989,10,LVE,LOS VERDES ECOLOGISTAS
1989,10,EE,EUSKADIKO EZKERRA
1989,10,PTE-UC,PARTIDO TRABAJADORES DE ESPAÑA-UNIDAD COMUNISTA
1989,10,ERC,ESQUERRA REPUBLICANA DE CATALUNYA
1989,10,PST,PARTIDO SOCIALISTA DE LOS TRABAJADORES
1989,10,PAR,PARTIDO ARAGONES REGIONALISTA
1989,10,AIC,AGRUPACIONES INDEPENDIENTES DE CANARIAS
1989,10,PCPE,PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
1989,10,BNG,BLOQUE NACIONALISTA GALEGO
1989,10,CG,COALICION GALEGA
1989,10,UPV,UNITAT DEL POBLE VALENCIA
1989,10,PSG-EG,PARTIDO SOCIALISTA GALEGO-ESQUERDA GALEGA
1989,10,AV-MEC,ALTERNATIVA VERDA-MOVIMENT ECOLOG. DE CATALUNYA
1989,10,FE-JONS,FALANGE ESPAÑOLA DE LAS J.O.N.S.
1989,10,ACN,ASAMBLEA CANARIA NACIONALISTA
1989,10,VERDE,VERTICE ESPAÑOL REIVINDICAC. DESARROLLO ECOLOGICO
1989,10,CSD,COALICION SOCIALDEMOCRATA
1989,10,PH,PARTIDO HUMANISTA
1989,10,PNG-PG,PARTIDO NACIONALISTA GALEGO-PARTIDO GALEGUISTA
1989,10,AR,ALIANZA POR LA REPUBLICA
1989,10,EX.U.,EXTREMADURA UNIDA
1989,10,PSM-ENE,COALICION ELECTORAL ESQUERRA NACIONALISTA
1989,10,PORE,PARTIDO DE LOS OBREROS REVOLUCIONARIOS DE ESPAÑA
1989,10,IGC,INDEPENDIENTES DE GRAN CANARIA
1989,10,PAS,PARTIU ASTURIANISTA
1989,10,PED,UNIDAD CENTRISTA-P.E.D.
1989,10,FPG,FRENTE POPULAR GALEGA
1989,10,PAM,PARTIDO REGIONAL DE MADRID
1989,10,GRM,GRUPO DE RADICALES EN MADRID
1989,10,UNA,UNIDA NACIONALISTA ASTURIANA
1989,10,UA-CH.A,UNION ARAGONESISTA-CHUNTA ARAGONESISTA
1989,10,ENV-URV,ESQUERRA NACIONALISTA VALENCIANA - URV
1989,10,PREPAL,PARTIDO REGIONALISTA DEL PAIS LEONES
1989,10,UB,UNIO BALEAR
1989,10,CEU,PARTIDO CEUTA UNIDA
1989,10,SEV,SIETE ESTRELLAS VERDES
1989,10,MV,MOVIMIENTO VERDE
1989,10,ACI,AGRUPACION CIUDADANA INDEPENDIENTE
1989,10,PANCAL,PARTIDO NACIONALISTA DE CASTILLA Y LEON
1989,10,COA,COALICION ALICANTINISTA ALICANTON
1989,10,ARDE,ACCION REPUBLICANA DEMOCRATICA ESPAÑOLA
1989,10,PEE-(LV),PARTIDO ECOLOGISTA DE EUSKADI (LISTA VERDE)
1989,10,R. X C.,RADICALES POR CANTABRIA
1989,10,FE (I),FALANGE ESPAÑOLA INDEPENDIENTE
1989,10,TAGOROR,TAGOROR O ASAMBLEA CONEJERA DE LANZAROTE
1989,10,PRGU,PARTIDO REGIONALISTA DE GUADALAJARA
1989,10,PRB,PARTIDO RADICAL BALEAR
1989,10,PNEM,PARTIDO NACIONALISTA ESPAÑOL DE MELILLA
1989,10,P.PR.,PARTIDO PROVERISTA
1989,10,PCE-(M.L.),PARTIDO COMUNISTA DE ESPAÑA (MARXISTA-LENINISTA)
1989,10,LKI-EMK,COALICION ELECTORAL LKI-EMK
1993,06,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL
1993,06,PP,PARTIDO POPULAR
1993,06,IU,IZQUIERDA UNIDA
1993,06,CIU,CONVERGENCIA I UNIO
1993,06,CDS,CENTRO DEMOCRATICO Y SOCIAL
1993,06,EAJ-PNV,EUSKO ALDERDI JELTZALEA-PARTIDO NACIONALISTA VASCO
1993,06,CC,COALICION CANARIA
1993,06,HB,HERRI BATASUNA
1993,06,ERC,ESQUERRA REPUBLICANA DE CATALUNYA
1993,06,VERDES,LOS VERDES
1993,06,PAR,PARTIDO ARAGONES
1993,06,EA-EUE,COALICION EUSKO ALKARTASUNA-EUSKAL EZKERRA
1993,06,BNG,BLOQUE NACIONALISTA GALEGO
1993,06,UV,UNIO VALENCIANA
1993,06,PA,PARTIDO ANDALUCISTA
1993,06,LE,LOS ECOLOGISTAS
1993,06,ARM-ADE,AGRUPACION RUIZ-MATEOS-ALIANZA DEMOCR. EUROPEA
1993,06,PAP,PARTIDO ANDALUZ DE PROGRESO
1993,06,UPV,UNITAT DEL POBLE VALENCIA
1993,06,PST,PARTIDO SOCIALISTA DE LOS TRABAJADORES
1993,06,UPCA,UNION PARA EL PROGRESO DE CANTABRIA
1993,06,PSM-ENE,PSM-ENE NACIONALISTES DE LES ILLES BALEARS
1993,06,PRC,PARTIDO REGIONALISTA DE CANTABRIA
1993,06,UA,UNIDAD ALAVESA
1993,06,GIL,GRUPO INDEPENDIENTE LIBERAL
1993,06,PGC,PARTIDO DE GRAN CANARIA
1993,06,UPL,UNION DEL PUEBLO LEONES
1993,06,PLN,PARTIDO DE LA LEY NATURAL
1993,06,PAS,PARTIU ASTURIANISTA
1993,06,E U,EXTREMADURA UNIDA
1993,06,PCPE,PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
1993,06,UMMP,"UNIO MALLORQUINA, MENORQUINA I PITIUSA"
1993,06,PEC-VERDE,PARTIT ECOLOGISTA DE CATALUNYA
1993,06,PH,PARTIDO HUMANISTA
1993,06,POR,PARTIDO OBRERO REVOLUCIONARIO
1993,06,FE-JONS,FALANGE ESPAÑOLA DE LAS J.O.N.S.
1993,06,NPS,COALICION POR UN NUEVO PARTIDO SOCIALISTA
1993,06,P. RIOJANO,PARTIDO RIOJANO
1993,06,CHA,CHUNTA ARAGONESISTA
1993,06,CNG,CONVERXENCIA NACIONALISTA GALEGA
1993,06,TC-PNC,TIERRA COMUNERA-PARTIDO NACIONALISTA CASTELLANO
1993,06,AG,ALTERNATIVA GALEGA
1993,06,ARDE,A.R.D.E. FEDERACION REPUBLICANA
1993,06,URCL,UNIDAD REGIONALISTA DE CASTILLA Y LEON
1993,06,PB,PARTIDO DE EL BIERZO
1993,06,PREX,PARTIDO REGIONALISTA EXTREMEÑO
1993,06,SEES,SALUD Y ECOLOGIA EN SOLIDARIDAD
1993,06,PRIM,PARTIDO REGIONAL INDEPENDIENTE MADRILEÑO
1993,06,ACI,A.C.I. PANTERAS GRISES DE ESPAÑA
1993,06,ENV,ESQUERRA NACIONALISTA VALENCIANA
1993,06,FE (I),FALANGE ESPAÑOLA INDEPENDIENTE
1993,06,APP,AGRUPACION PALENTINA POPULAR
1993,06,ARCOIRIS,ARCOIRIS
1993,06,PVPA,LOS VERDES DEL PAIS ALICANTINO
1993,06,PC,PARTIDO CANTONALISTA
1993,06,PREPAL,PARTIDO REGIONALISTA DEL PAIS LEONES
1993,06,MCE,MOVIMIENTO CATOLICO ESPAÑOL
1993,06,ATF,ASAMBLEA TINERFEÑA
1993,06,PSPC,PARTIDO SOCIALISTA DEL PUEBLO DE CEUTA
1993,06,AIGRANC,PARTIDO AGRUPACION INSULAR DE GRAN CANARIA
1993,06,UC,UNION CASTELLANISTA
1993,06,AA,ANDECHA ASTUR
1993,06,FE (A),FALANGE ESPAÑOLA AUTENTICA
1993,06,UNI.D.A,UNION DEMOCRATICA ALICANTINA
1993,06,FPE,FRENTE PROGRESISTA DE ESPAÑA
1993,06,UDLA,UNION DE AUTONOMIAS
1993,06,OS,OCTUBRE SOCIALISTA
1993,06,CONCEYU,CONCEYU INDEPENDIENTE D'ASTURIES
1993,06,PIAP,PARTIDO DE INTEGRACION POR ALMERIA Y SUS PUEBLOS
1993,06,ABE,ALTERNATIVA BALEAR ESPAÑOLA
1993,06,PITRCG,PART. POLITICO INDEPENDIENTE TOLERANTE REFERENDATA
1993,06,LG,LA GENTE
1993,06,PNC,PARTIDO NACIONALISTA CANTABRO
1993,06,IF,INDEPENDIENTES FEDERADOS DE ARAGON
1993,06,PRB,PARTIDO RADICAL BALEAR
1993,06,P. TAGOROR,PARTIDO TAGOROR
1993,06,PRGU,PARTIDO REGIONALISTA DE GUADALAJARA
1993,06,MCES,MONARQUIA CRISTIANA ESPAÑOLA SOCIALDEMOCRATA
1993,06,US,UNION PROGRESISTA SORIANA
1993,06,PANCAL,PARTIDO NACIONALISTA DE CASTILLA Y LEON
1993,06,INCE,INICIATIVA POR CEUTA
1993,06,UCE,UNIFICACION COMUNISTA DE ESPAÑA
1993,06,PED,UNIDAD CENTRISTA-PARTIDO ESPAÑOL DEMOCRATICO
1993,06,CCL,COALICION POR CANARIAS LIBRE
1993,06,FREIXES,GRUPO INDEPENDIENTE FREIXES
1996,03,PP,PARTIDO POPULAR
1996,03,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL
1996,03,IU,IZQUIERDA UNIDA
1996,03,CIU,CONVERGENCIA I UNIO
1996,03,EAJ-PNV,EUZKO ALDERDI JELTZALEA-PARTIDO NACIONALISTA VASCO
1996,03,CC,COALICION CANARIA
1996,03,BNG,BLOQUE NACIONALISTA GALEGO
1996,03,HB,HERRI BATASUNA
1996,03,ERC,ESQUERRA REPUBLICANA DE CATALUNYA
1996,03,PA,PARTIDO ANDALUCISTA
1996,03,EA,EUSKO ALKARTASUNA
1996,03,UV,UNIO VALENCIANA
1996,03,LVE,LOS VERDES EUROPEOS
1996,03,CHA,CHUNTA ARAGONESISTA
1996,03,UC,UNION CENTRISTA
1996,03,UPV-BN,UNITAT DEL POBLE VALENCIA-BLOC NACIONALISTA
1996,03,PSM-ENE,COALICION ELECTORAL PSM-ENE
1996,03,LV-GV,LOS VERDES-GRUPO VERDE
1996,03,CDN,CONVERGENCIA DEMOCRATAS DE NAVARRA
1996,03,PRT,PARTIDO REVOLUCIONARIO DE LOS TRABAJADORES
1996,03,PCPE,PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
1996,03,PH,PARTIDO HUMANISTA
1996,03,PAS,PARTIU ASTURIANISTA
1996,03,FEA,FALANGE ESPAÑOLA AUTENTICA
1996,03,UPL,UNION DEL PUEBLO LEONES
1996,03,ICV-GORORDO,INIC.CIUDADANA VASCA/EUSKAL HURITARREN EGITEKOAK
1996,03,LV,LOS VERDES DE MADRID
1996,03,CEX,COALICION EXTREMEÑA
1996,03,UM,UNIO MALLORQUINA
1996,03,TC-PNC,TIERRA COMUNERA-PARTIDO NACIONALISTA CASTELLANO
1996,03,P.RIOJANO,PARTIDO RIOJANO
1996,03,PEC,PARTIT ECOLOGISTA DE CATALUNYA
