opcion,votos,provincia,municipio
Abstención,1088,Barcelona,Centelles
Votos nulos,11,Barcelona,Centelles
Votos en blanco,35,Barcelona,Centelles
JxSí,2848,Barcelona,Centelles
CUP,535,Barcelona,Centelles
PSC,366,Barcelona,Centelles
Abstención,266,Barcelona,Castellví de Rosanes
Votos nulos,1,Barcelona,Castellví de Rosanes
Votos en blanco,5,Barcelona,Castellví de Rosanes
JxSí,457,Barcelona,Castellví de Rosanes
C's,185,Barcelona,Castellví de Rosanes
Abstención,186,Barcelona,Castellví de la Marca
Votos nulos,8,Barcelona,Castellví de la Marca
Votos en blanco,18,Barcelona,Castellví de la Marca
JxSí,631,Barcelona,Castellví de la Marca
Abstención,343,Barcelona,Castellterçol
Votos nulos,4,Barcelona,Castellterçol
Votos en blanco,8,Barcelona,Castellterçol
JxSí,1017,Barcelona,Castellterçol
CUP,156,Barcelona,Castellterçol
PSC,98,Barcelona,Castellterçol
Abstención,41,Barcelona,Castellolí
Votos en blanco,3,Barcelona,Castellolí
JxSí,322,Barcelona,Castellolí
CUP,25,Barcelona,Castellolí
PSC,606,Barcelona,Cervelló
CatSíqueesPot,442,Barcelona,Cervelló
PP,370,Barcelona,Cervelló
CUP,366,Barcelona,Cervelló
unio.cat,132,Barcelona,Cervelló
PACMA,51,Barcelona,Cervelló
RECORTES CERO-ELS VERDS,15,Barcelona,Cervelló
C's,7809,Barcelona,Cerdanyola del Vallès
PSC,5207,Barcelona,Cerdanyola del Vallès
CatSíqueesPot,4767,Barcelona,Cerdanyola del Vallès
CUP,3021,Barcelona,Cerdanyola del Vallès
PP,3020,Barcelona,Cerdanyola del Vallès
unio.cat,696,Barcelona,Cerdanyola del Vallès
PACMA,306,Barcelona,Cerdanyola del Vallès
RECORTES CERO-ELS VERDS,121,Barcelona,Cerdanyola del Vallès
C's,63,Barcelona,Cercs
PP,41,Barcelona,Cercs
CatSíqueesPot,22,Barcelona,Cercs
unio.cat,20,Barcelona,Cercs
PACMA,6,Barcelona,Cercs
RECORTES CERO-ELS VERDS,2,Barcelona,Cercs
C's,270,Barcelona,Centelles
PP,233,Barcelona,Centelles
CatSíqueesPot,189,Barcelona,Centelles
unio.cat,106,Barcelona,Centelles
PACMA,27,Barcelona,Centelles
RECORTES CERO-ELS VERDS,6,Barcelona,Centelles
PSC,122,Barcelona,Castellví de Rosanes
CatSíqueesPot,114,Barcelona,Castellví de Rosanes
PP,87,Barcelona,Castellví de Rosanes
CUP,71,Barcelona,Castellví de Rosanes
unio.cat,39,Barcelona,Castellví de Rosanes
PACMA,8,Barcelona,Castellví de Rosanes
CUP,108,Barcelona,Castellví de la Marca
PSC,56,Barcelona,Castellví de la Marca
C's,52,Barcelona,Castellví de la Marca
PP,44,Barcelona,Castellví de la Marca
CatSíqueesPot,35,Barcelona,Castellví de la Marca
unio.cat,27,Barcelona,Castellví de la Marca
PACMA,7,Barcelona,Castellví de la Marca
RECORTES CERO-ELS VERDS,2,Barcelona,Castellví de la Marca
C's,72,Barcelona,Castellterçol
CatSíqueesPot,56,Barcelona,Castellterçol
PP,55,Barcelona,Castellterçol
unio.cat,41,Barcelona,Castellterçol
PACMA,4,Barcelona,Castellterçol
RECORTES CERO-ELS VERDS,1,Barcelona,Castellterçol
PSC,16,Barcelona,Castellolí
C's,11,Barcelona,Castellolí
CatSíqueesPot,11,Barcelona,Castellolí
PP,9,Barcelona,Castellolí
unio.cat,5,Barcelona,Castellolí
PACMA,2,Barcelona,Castellolí
RECORTES CERO-ELS VERDS,1,Barcelona,Castellolí
Abstención,143,Barcelona,Castellnou de Bages
Votos nulos,4,Barcelona,Castellnou de Bages
Votos en blanco,4,Barcelona,Castellnou de Bages
JxSí,439,Barcelona,Castellnou de Bages
C's,127,Barcelona,Castellnou de Bages
PSC,65,Barcelona,Castellnou de Bages
CUP,61,Barcelona,Castellnou de Bages
CatSíqueesPot,38,Barcelona,Castellnou de Bages
PP,37,Barcelona,Castellnou de Bages
unio.cat,18,Barcelona,Castellnou de Bages
PACMA,5,Barcelona,Castellnou de Bages
RECORTES CERO-ELS VERDS,2,Barcelona,Castellnou de Bages
Abstención,316,Barcelona,Castellgalí
Votos nulos,11,Barcelona,Castellgalí
Votos en blanco,14,Barcelona,Castellgalí
JxSí,446,Barcelona,Castellgalí
C's,187,Barcelona,Castellgalí
Abstención,48,Barcelona,Castellfollit del Boix
JxSí,193,Barcelona,Castellfollit del Boix
CUP,41,Barcelona,Castellfollit del Boix
C's,15,Barcelona,Castellfollit del Boix
Abstención,11,Barcelona,Castellfollit de Riubregós
Votos nulos,4,Barcelona,Castellfollit de Riubregós
Votos en blanco,1,Barcelona,Castellfollit de Riubregós
JxSí,89,Barcelona,Castellfollit de Riubregós
Abstención,421,Barcelona,Castellet i la Gornal
Votos nulos,12,Barcelona,Castellet i la Gornal
Votos en blanco,4,Barcelona,Castellet i la Gornal
JxSí,532,Barcelona,Castellet i la Gornal
Abstención,9867,Barcelona,Castelldefels
Votos nulos,110,Barcelona,Castelldefels
Votos en blanco,168,Barcelona,Castelldefels
C's,8747,Barcelona,Castelldefels
JxSí,8319,Barcelona,Castelldefels
Abstención,94,Barcelona,Castellcir
Votos en blanco,5,Barcelona,Castellcir
JxSí,273,Barcelona,Castellcir
CUP,45,Barcelona,Castellcir
C's,43,Barcelona,Castellcir
Abstención,504,Lleida,Artesa de Segre
Votos nulos,5,Lleida,Artesa de Segre
Votos en blanco,17,Lleida,Artesa de Segre
JxSí,1342,Lleida,Artesa de Segre
PP,123,Lleida,Artesa de Segre
CUP,98,Lleida,Artesa de Segre
PSC,156,Barcelona,Castellgalí
CatSíqueesPot,133,Barcelona,Castellgalí
PP,102,Barcelona,Castellgalí
CUP,80,Barcelona,Castellgalí
unio.cat,25,Barcelona,Castellgalí
RECORTES CERO-ELS VERDS,9,Barcelona,Castellgalí
PACMA,6,Barcelona,Castellgalí
CatSíqueesPot,13,Barcelona,Castellfollit del Boix
unio.cat,12,Barcelona,Castellfollit del Boix
PSC,9,Barcelona,Castellfollit del Boix
PP,8,Barcelona,Castellfollit del Boix
PACMA,2,Barcelona,Castellfollit del Boix
unio.cat,10,Barcelona,Castellfollit de Riubregós
CUP,9,Barcelona,Castellfollit de Riubregós
C's,8,Barcelona,Castellfollit de Riubregós
PP,7,Barcelona,Castellfollit de Riubregós
CatSíqueesPot,5,Barcelona,Castellfollit de Riubregós
C's,196,Barcelona,Castellet i la Gornal
PSC,187,Barcelona,Castellet i la Gornal
CatSíqueesPot,128,Barcelona,Castellet i la Gornal
CUP,121,Barcelona,Castellet i la Gornal
PP,97,Barcelona,Castellet i la Gornal
PACMA,21,Barcelona,Castellet i la Gornal
unio.cat,20,Barcelona,Castellet i la Gornal
RECORTES CERO-ELS VERDS,6,Barcelona,Castellet i la Gornal
PP,4203,Barcelona,Castelldefels
PSC,4203,Barcelona,Castelldefels
CatSíqueesPot,3378,Barcelona,Castelldefels
CUP,1670,Barcelona,Castelldefels
unio.cat,787,Barcelona,Castelldefels
PACMA,279,Barcelona,Castelldefels
RECORTES CERO-ELS VERDS,133,Barcelona,Castelldefels
CatSíqueesPot,24,Barcelona,Castellcir
PP,14,Barcelona,Castellcir
PSC,13,Barcelona,Castellcir
PACMA,3,Barcelona,Castellcir
unio.cat,3,Barcelona,Castellcir
C's,96,Lleida,Artesa de Segre
unio.cat,79,Lleida,Artesa de Segre
PSC,43,Lleida,Artesa de Segre
CatSíqueesPot,30,Lleida,Artesa de Segre
PACMA,4,Lleida,Artesa de Segre
GANEMOS,2,Lleida,Artesa de Segre
RECORTES CERO-ELS VERDS,1,Lleida,Artesa de Segre
Abstención,180,Lleida,Artesa de Lleida
Votos nulos,9,Lleida,Artesa de Lleida
Votos en blanco,5,Lleida,Artesa de Lleida
JxSí,638,Lleida,Artesa de Lleida
Abstención,10,Lleida,Arsèguel
Votos en blanco,1,Lleida,Arsèguel
JxSí,38,Lleida,Arsèguel
CUP,9,Lleida,Arsèguel
Abstención,16,Lleida,Arres
C's,18,Lleida,Arres
JxSí,11,Lleida,Arres
CUP,78,Lleida,Artesa de Lleida
C's,64,Lleida,Artesa de Lleida
PSC,42,Lleida,Artesa de Lleida
CatSíqueesPot,39,Lleida,Artesa de Lleida
PP,23,Lleida,Artesa de Lleida
unio.cat,20,Lleida,Artesa de Lleida
PACMA,5,Lleida,Artesa de Lleida
Abstención,290,Lleida,Arbeca
Votos nulos,5,Lleida,Arbeca
Votos en blanco,4,Lleida,Arbeca
JxSí,905,Lleida,Arbeca
Abstención,170,Lleida,Anglesola
Votos nulos,4,Lleida,Anglesola
Votos en blanco,1,Lleida,Anglesola
JxSí,578,Lleida,Anglesola
Abstención,64,Lleida,Alt Àneu
Votos nulos,2,Lleida,Alt Àneu
Votos en blanco,4,Lleida,Alt Àneu
JxSí,194,Lleida,Alt Àneu
Abstención,882,Lleida,Alpicat
Votos nulos,14,Lleida,Alpicat
Votos en blanco,27,Lleida,Alpicat
JxSí,1918,Lleida,Alpicat
Abstención,14,Lleida,Alòs de Balaguer
JxSí,80,Lleida,Alòs de Balaguer
CUP,6,Lleida,Alòs de Balaguer
C's,1,Lleida,Arsèguel
CatSíqueesPot,1,Lleida,Arsèguel
PP,3,Lleida,Arres
PSC,3,Lleida,Arres
CUP,1,Lleida,Arres
CUP,178,Lleida,Arbeca
PSC,124,Lleida,Arbeca
PP,63,Lleida,Arbeca
C's,47,Lleida,Arbeca
CatSíqueesPot,26,Lleida,Arbeca
unio.cat,20,Lleida,Arbeca
PACMA,6,Lleida,Arbeca
unio.cat,66,Lleida,Anglesola
CUP,58,Lleida,Anglesola
PP,42,Lleida,Anglesola
PSC,40,Lleida,Anglesola
C's,30,Lleida,Anglesola
CatSíqueesPot,22,Lleida,Anglesola
CUP,48,Lleida,Alt Àneu
CatSíqueesPot,14,Lleida,Alt Àneu
PSC,12,Lleida,Alt Àneu
PP,7,Lleida,Alt Àneu
C's,4,Lleida,Alt Àneu
unio.cat,2,Lleida,Alt Àneu
C's,576,Lleida,Alpicat
CUP,328,Lleida,Alpicat
PSC,241,Lleida,Alpicat
PP,240,Lleida,Alpicat
unio.cat,149,Lleida,Alpicat
CatSíqueesPot,134,Lleida,Alpicat
PACMA,19,Lleida,Alpicat
RECORTES CERO-ELS VERDS,7,Lleida,Alpicat
GANEMOS,3,Lleida,Alpicat
CatSíqueesPot,3,Lleida,Alòs de Balaguer
unio.cat,2,Lleida,Alòs de Balaguer
C's,1,Lleida,Alòs de Balaguer
PP,1,Lleida,Alòs de Balaguer
Abstención,53,Lleida,Almatret
Votos nulos,3,Lleida,Almatret
Votos en blanco,1,Lleida,Almatret
JxSí,170,Lleida,Almatret
PP,26,Lleida,Almatret
CUP,15,Lleida,Almatret
Abstención,733,Lleida,Almenar
Votos nulos,5,Lleida,Almenar
Votos en blanco,21,Lleida,Almenar
Abstención,1297,Lleida,Almacelles
Votos nulos,18,Lleida,Almacelles
Votos en blanco,21,Lleida,Almacelles
JxSí,1462,Lleida,Almacelles
Abstención,44,Lleida,Alins
Votos nulos,3,Lleida,Alins
Votos en blanco,1,Lleida,Alins
JxSí,142,Lleida,Alins
CUP,25,Lleida,Alins
Abstención,504,Lleida,Alguaire
Votos nulos,11,Lleida,Alguaire
Votos en blanco,10,Lleida,Alguaire
JxSí,1062,Lleida,Alguaire
Abstención,63,Lleida,Algerri
Votos en blanco,1,Lleida,Algerri
JxSí,198,Lleida,Algerri
PP,23,Lleida,Algerri
Abstención,38,Lleida,Alfés
Votos nulos,1,Lleida,Alfés
Votos en blanco,3,Lleida,Alfés
JxSí,162,Lleida,Alfés
CUP,22,Lleida,Alfés
C's,8,Lleida,Almatret
PSC,6,Lleida,Almatret
CatSíqueesPot,6,Lleida,Almatret
unio.cat,6,Lleida,Almatret
JxSí,1149,Lleida,Almenar
CUP,185,Lleida,Almenar
PSC,153,Lleida,Almenar
C's,135,Lleida,Almenar
PP,100,Lleida,Almenar
unio.cat,76,Lleida,Almenar
CatSíqueesPot,57,Lleida,Almenar
RECORTES CERO-ELS VERDS,4,Lleida,Almenar
PACMA,2,Lleida,Almenar
GANEMOS,1,Lleida,Almenar
C's,497,Lleida,Almacelles
PSC,343,Lleida,Almacelles
PP,303,Lleida,Almacelles
CUP,233,Lleida,Almacelles
CatSíqueesPot,221,Lleida,Almacelles
unio.cat,143,Lleida,Almacelles
PACMA,13,Lleida,Almacelles
GANEMOS,5,Lleida,Almacelles
RECORTES CERO-ELS VERDS,5,Lleida,Almacelles
PSC,6,Lleida,Alins
unio.cat,6,Lleida,Alins
PP,5,Lleida,Alins
CatSíqueesPot,5,Lleida,Alins
C's,2,Lleida,Alins
PSC,138,Lleida,Alguaire
CUP,118,Lleida,Alguaire
PP,91,Lleida,Alguaire
unio.cat,70,Lleida,Alguaire
C's,57,Lleida,Alguaire
CatSíqueesPot,42,Lleida,Alguaire
RECORTES CERO-ELS VERDS,4,Lleida,Alguaire
GANEMOS,3,Lleida,Alguaire
PACMA,1,Lleida,Alguaire
CUP,22,Lleida,Algerri
unio.cat,16,Lleida,Algerri
CatSíqueesPot,13,Lleida,Algerri
C's,11,Lleida,Algerri
PSC,3,Lleida,Algerri
PACMA,3,Lleida,Algerri
PSC,8,Lleida,Alfés
PP,8,Lleida,Alfés
C's,5,Lleida,Alfés
CatSíqueesPot,4,Lleida,Alfés
unio.cat,3,Lleida,Alfés
Abstención,1387,Lleida,Alcarràs
Votos nulos,18,Lleida,Alcarràs
Votos en blanco,25,Lleida,Alcarràs
JxSí,2270,Lleida,Alcarràs
Abstención,49,Lleida,Alcanó
Votos en blanco,3,Lleida,Alcanó
JxSí,117,Lleida,Alcanó
CUP,18,Lleida,Alcanó
Abstención,96,Lleida,"Albi, l'"
Votos nulos,4,Lleida,"Albi, l'"
Votos en blanco,2,Lleida,"Albi, l'"
JxSí,322,Lleida,"Albi, l'"
CUP,59,Lleida,"Albi, l'"
Abstención,170,Lleida,Albesa
Votos nulos,2,Lleida,Albesa
Votos en blanco,9,Lleida,Albesa
JxSí,651,Lleida,Albesa
PP,92,Lleida,Albesa
Abstención,619,Lleida,Alfarràs
Votos nulos,11,Lleida,Alfarràs
Votos en blanco,16,Lleida,Alfarràs
JxSí,654,Lleida,Alfarràs
Abstención,284,Lleida,Albatàrrec
Votos nulos,5,Lleida,Albatàrrec
Votos en blanco,4,Lleida,Albatàrrec
JxSí,592,Lleida,Albatàrrec
C's,181,Lleida,Albatàrrec
Abstención,70,Lleida,"Albagés, l'"
Votos nulos,2,Lleida,"Albagés, l'"
Votos en blanco,1,Lleida,"Albagés, l'"
JxSí,142,Lleida,"Albagés, l'"
PSC,35,Lleida,"Albagés, l'"
C's,29,Lleida,"Albagés, l'"
C's,461,Lleida,Alcarràs
PP,293,Lleida,Alcarràs
PSC,268,Lleida,Alcarràs
CUP,233,Lleida,Alcarràs
CatSíqueesPot,154,Lleida,Alcarràs
unio.cat,108,Lleida,Alcarràs
PACMA,27,Lleida,Alcarràs
GANEMOS,5,Lleida,Alcarràs
RECORTES CERO-ELS VERDS,5,Lleida,Alcarràs
unio.cat,9,Lleida,Alcanó
C's,6,Lleida,Alcanó
CatSíqueesPot,6,Lleida,Alcanó
PP,2,Lleida,Alcanó
PSC,1,Lleida,Alcanó
PP,50,Lleida,"Albi, l'"
C's,37,Lleida,"Albi, l'"
unio.cat,23,Lleida,"Albi, l'"
CatSíqueesPot,18,Lleida,"Albi, l'"
PSC,16,Lleida,"Albi, l'"
PACMA,1,Lleida,"Albi, l'"
GANEMOS,1,Lleida,"Albi, l'"
RECORTES CERO-ELS VERDS,1,Lleida,"Albi, l'"
CUP,70,Lleida,Albesa
C's,63,Lleida,Albesa
PSC,42,Lleida,Albesa
unio.cat,18,Lleida,Albesa
CatSíqueesPot,17,Lleida,Albesa
PACMA,2,Lleida,Albesa
GANEMOS,2,Lleida,Albesa
PSC,337,Lleida,Alfarràs
C's,166,Lleida,Alfarràs
PP,138,Lleida,Alfarràs
CUP,111,Lleida,Alfarràs
unio.cat,58,Lleida,Alfarràs
CatSíqueesPot,54,Lleida,Alfarràs
PACMA,7,Lleida,Alfarràs
GANEMOS,2,Lleida,Alfarràs
RECORTES CERO-ELS VERDS,1,Lleida,Alfarràs
CUP,87,Lleida,Albatàrrec
PSC,83,Lleida,Albatàrrec
PP,66,Lleida,Albatàrrec
CatSíqueesPot,59,Lleida,Albatàrrec
unio.cat,33,Lleida,Albatàrrec
PACMA,17,Lleida,Albatàrrec
GANEMOS,1,Lleida,Albatàrrec
PP,21,Lleida,"Albagés, l'"
CUP,21,Lleida,"Albagés, l'"
CatSíqueesPot,13,Lleida,"Albagés, l'"
unio.cat,8,Lleida,"Albagés, l'"
RECORTES CERO-ELS VERDS,2,Lleida,"Albagés, l'"
Abstención,81,Lleida,Àger
Votos nulos,5,Lleida,Àger
Votos en blanco,3,Lleida,Àger
JxSí,271,Lleida,Àger
CUP,45,Lleida,Àger
Abstención,94,Lleida,"Alamús, els"
Votos nulos,4,Lleida,"Alamús, els"
Votos en blanco,2,Lleida,"Alamús, els"
JxSí,329,Lleida,"Alamús, els"
Abstención,328,Lleida,Aitona
Votos nulos,8,Lleida,Aitona
Votos en blanco,5,Lleida,Aitona
JxSí,794,Lleida,Aitona
Abstención,848,Lleida,Agramunt
Votos nulos,12,Lleida,Agramunt
Votos en blanco,24,Lleida,Agramunt
JxSí,1940,Lleida,Agramunt
Abstención,607,Lleida,Alcoletge
Votos nulos,13,Lleida,Alcoletge
Votos en blanco,7,Lleida,Alcoletge
JxSí,870,Lleida,Alcoletge
Abstención,31,Lleida,Abella de la Conca
Votos nulos,1,Lleida,Abella de la Conca
JxSí,57,Lleida,Abella de la Conca
PP,25,Lleida,Àger
C's,18,Lleida,Àger
PSC,14,Lleida,Àger
CatSíqueesPot,10,Lleida,Àger
unio.cat,9,Lleida,Àger
PACMA,2,Lleida,Àger
RECORTES CERO-ELS VERDS,1,Lleida,Àger
C's,39,Lleida,"Alamús, els"
PSC,23,Lleida,"Alamús, els"
PP,23,Lleida,"Alamús, els"
CUP,21,Lleida,"Alamús, els"
unio.cat,20,Lleida,"Alamús, els"
CatSíqueesPot,19,Lleida,"Alamús, els"
PACMA,1,Lleida,"Alamús, els"
RECORTES CERO-ELS VERDS,1,Lleida,"Alamús, els"
PP,177,Lleida,Aitona
C's,61,Lleida,Aitona
PSC,58,Lleida,Aitona
unio.cat,51,Lleida,Aitona
CUP,47,Lleida,Aitona
CatSíqueesPot,22,Lleida,Aitona
PACMA,2,Lleida,Aitona
RECORTES CERO-ELS VERDS,2,Lleida,Aitona
C's,252,Lleida,Agramunt
PP,185,Lleida,Agramunt
PSC,161,Lleida,Agramunt
CUP,152,Lleida,Agramunt
CatSíqueesPot,104,Lleida,Agramunt
unio.cat,87,Lleida,Agramunt
PACMA,9,Lleida,Agramunt
GANEMOS,3,Lleida,Agramunt
RECORTES CERO-ELS VERDS,1,Lleida,Agramunt
C's,272,Lleida,Alcoletge
PSC,158,Lleida,Alcoletge
CUP,96,Lleida,Alcoletge
CatSíqueesPot,92,Lleida,Alcoletge
PP,91,Lleida,Alcoletge
unio.cat,48,Lleida,Alcoletge
PACMA,25,Lleida,Alcoletge
RECORTES CERO-ELS VERDS,4,Lleida,Alcoletge
GANEMOS,1,Lleida,Alcoletge
CUP,18,Lleida,Abella de la Conca
PSC,11,Lleida,Abella de la Conca
C's,9,Lleida,Abella de la Conca
PP,5,Lleida,Abella de la Conca
CatSíqueesPot,3,Lleida,Abella de la Conca
unio.cat,3,Lleida,Abella de la Conca
RECORTES CERO-ELS VERDS,1,Lleida,Abella de la Conca
Abstención,24,Girona,Palau-sator
Votos en blanco,2,Girona,Palau-sator
JxSí,153,Girona,Palau-sator
CUP,20,Girona,Palau-sator
Abstención,3125,Girona,Palamós
Votos nulos,46,Girona,Palamós
Votos en blanco,55,Girona,Palamós
JxSí,5207,Girona,Palamós
C's,1572,Girona,Palamós
PSC,969,Girona,Palamós
Abstención,3762,Girona,Palafrugell
Votos nulos,45,Girona,Palafrugell
Votos en blanco,63,Girona,Palafrugell
JxSí,5307,Girona,Palafrugell
Abstención,173,Girona,Palau-saverdera
Votos nulos,10,Girona,Palau-saverdera
Votos en blanco,8,Girona,Palau-saverdera
JxSí,388,Girona,Palau-saverdera
Abstención,53,Girona,Osor
Votos nulos,7,Girona,Osor
Votos en blanco,3,Girona,Osor
JxSí,210,Girona,Osor
CUP,33,Girona,Osor
PP,10,Girona,Osor
PSC,8,Girona,Osor
Abstención,43,Girona,Ordis
Votos en blanco,3,Girona,Ordis
JxSí,158,Girona,Ordis
CUP,39,Girona,Ordis
unio.cat,8,Girona,Palau-sator
C's,7,Girona,Palau-sator
CatSíqueesPot,3,Girona,Palau-sator
PP,2,Girona,Palau-sator
PSC,2,Girona,Palau-sator
CUP,650,Girona,Palamós
PP,590,Girona,Palamós
CatSíqueesPot,379,Girona,Palamós
unio.cat,168,Girona,Palamós
PACMA,42,Girona,Palamós
PIRATA.CAT/XDT,25,Girona,Palamós
RECORTES CERO-ELS VERDS,14,Girona,Palamós
GANEMOS,11,Girona,Palamós
C's,1486,Girona,Palafrugell
PSC,1370,Girona,Palafrugell
CUP,761,Girona,Palafrugell
PP,679,Girona,Palafrugell
CatSíqueesPot,487,Girona,Palafrugell
unio.cat,228,Girona,Palafrugell
PACMA,37,Girona,Palafrugell
RECORTES CERO-ELS VERDS,21,Girona,Palafrugell
GANEMOS,13,Girona,Palafrugell
PIRATA.CAT/XDT,9,Girona,Palafrugell
Abstención,56,Lleida,Alàs i Cerc
Votos nulos,1,Lleida,Alàs i Cerc
Votos en blanco,7,Lleida,Alàs i Cerc
JxSí,139,Lleida,Alàs i Cerc
CUP,21,Lleida,Alàs i Cerc
Abstención,5,Girona,Palau de Santa Eulàlia
JxSí,42,Girona,Palau de Santa Eulàlia
CatSíqueesPot,6,Girona,Palau de Santa Eulàlia
CUP,5,Girona,Palau de Santa Eulàlia
PSC,5,Girona,Palau de Santa Eulàlia
C's,92,Girona,Palau-saverdera
PP,39,Girona,Palau-saverdera
PSC,29,Girona,Palau-saverdera
CUP,28,Girona,Palau-saverdera
CatSíqueesPot,18,Girona,Palau-saverdera
unio.cat,14,Girona,Palau-saverdera
PACMA,3,Girona,Palau-saverdera
CatSíqueesPot,8,Girona,Osor
C's,7,Girona,Osor
unio.cat,6,Girona,Osor
PACMA,2,Girona,Osor
Abstención,5000,Girona,Olot
Votos nulos,65,Girona,Olot
Votos en blanco,99,Girona,Olot
JxSí,11848,Girona,Olot
PSC,1473,Girona,Olot
CUP,1443,Girona,Olot
Abstención,27,Girona,Ogassa
Votos nulos,1,Girona,Ogassa
Votos en blanco,1,Girona,Ogassa
JxSí,119,Girona,Ogassa
CUP,13,Girona,Ogassa
Abstención,130,Girona,Navata
Votos nulos,1,Girona,Navata
Votos en blanco,7,Girona,Navata
JxSí,500,Girona,Navata
CUP,85,Girona,Navata
PSC,10,Girona,Ordis
C's,10,Girona,Ordis
PP,8,Girona,Ordis
unio.cat,6,Girona,Ordis
Abstención,255,Girona,Mont-ras
Votos nulos,3,Girona,Mont-ras
Votos en blanco,2,Girona,Mont-ras
JxSí,542,Girona,Mont-ras
C's,183,Girona,Mont-ras
Abstención,36,Girona,Molló
Votos nulos,1,Girona,Molló
JxSí,182,Girona,Molló
CUP,20,Girona,Molló
PSC,20,Lleida,Alàs i Cerc
unio.cat,11,Lleida,Alàs i Cerc
PP,8,Lleida,Alàs i Cerc
C's,8,Lleida,Alàs i Cerc
CatSíqueesPot,6,Lleida,Alàs i Cerc
C's,4,Girona,Palau de Santa Eulàlia
PP,1,Girona,Palau de Santa Eulàlia
C's,1223,Girona,Olot
PP,824,Girona,Olot
CatSíqueesPot,613,Girona,Olot
unio.cat,349,Girona,Olot
PACMA,58,Girona,Olot
GANEMOS,24,Girona,Olot
RECORTES CERO-ELS VERDS,21,Girona,Olot
PIRATA.CAT/XDT,11,Girona,Olot
C's,10,Girona,Ogassa
PSC,6,Girona,Ogassa
CatSíqueesPot,6,Girona,Ogassa
unio.cat,6,Girona,Ogassa
PP,3,Girona,Ogassa
C's,64,Girona,Navata
CatSíqueesPot,31,Girona,Navata
unio.cat,19,Girona,Navata
PP,17,Girona,Navata
PSC,14,Girona,Navata
PACMA,1,Girona,Navata
PSC,122,Girona,Mont-ras
PP,77,Girona,Mont-ras
CUP,67,Girona,Mont-ras
CatSíqueesPot,51,Girona,Mont-ras
unio.cat,16,Girona,Mont-ras
PACMA,5,Girona,Mont-ras
GANEMOS,2,Girona,Mont-ras
RECORTES CERO-ELS VERDS,2,Girona,Mont-ras
unio.cat,11,Girona,Molló
PP,6,Girona,Molló
C's,6,Girona,Molló
PSC,4,Girona,Molló
CatSíqueesPot,1,Girona,Molló
Abstención,19,Girona,Mollet de Peralada
Votos nulos,1,Girona,Mollet de Peralada
Votos en blanco,1,Girona,Mollet de Peralada
JxSí,89,Girona,Mollet de Peralada
Abstención,41,Girona,Mieres
Votos nulos,3,Girona,Mieres
Votos en blanco,2,Girona,Mieres
JxSí,120,Girona,Mieres
Abstención,115,Girona,Montagut i Oix
Votos en blanco,1,Girona,Montagut i Oix
JxSí,421,Girona,Montagut i Oix
Abstención,12,Girona,Meranges
JxSí,41,Girona,Meranges
PP,9,Girona,Meranges
C's,9,Girona,Meranges
Abstención,34,Girona,Masarac
Votos nulos,3,Girona,Masarac
Votos en blanco,1,Girona,Masarac
JxSí,118,Girona,Masarac
Abstención,54,Girona,Maià de Montcal
Votos nulos,1,Girona,Maià de Montcal
Votos en blanco,2,Girona,Maià de Montcal
JxSí,142,Girona,Maià de Montcal
CUP,41,Girona,Maià de Montcal
C's,20,Girona,Maià de Montcal
Abstención,21,Girona,Madremanya
Votos nulos,1,Girona,Madremanya
Votos en blanco,4,Girona,Madremanya
JxSí,112,Girona,Madremanya
CUP,38,Girona,Madremanya
C's,7,Girona,Madremanya
CUP,11,Girona,Mollet de Peralada
CatSíqueesPot,5,Girona,Mollet de Peralada
PP,4,Girona,Mollet de Peralada
PSC,4,Girona,Mollet de Peralada
C's,4,Girona,Mollet de Peralada
unio.cat,3,Girona,Mollet de Peralada
CUP,58,Girona,Mieres
C's,13,Girona,Mieres
PP,6,Girona,Mieres
PSC,5,Girona,Mieres
unio.cat,5,Girona,Mieres
CatSíqueesPot,2,Girona,Mieres
PIRATA.CAT/XDT,1,Girona,Mieres
PACMA,1,Girona,Mieres
CUP,85,Girona,Montagut i Oix
CatSíqueesPot,22,Girona,Montagut i Oix
PP,16,Girona,Montagut i Oix
C's,12,Girona,Montagut i Oix
unio.cat,10,Girona,Montagut i Oix
PSC,9,Girona,Montagut i Oix
PACMA,4,Girona,Montagut i Oix
PIRATA.CAT/XDT,2,Girona,Montagut i Oix
RECORTES CERO-ELS VERDS,1,Girona,Montagut i Oix
CUP,6,Girona,Meranges
PSC,1,Girona,Meranges
CatSíqueesPot,1,Girona,Meranges
CUP,20,Girona,Masarac
PSC,8,Girona,Masarac
unio.cat,6,Girona,Masarac
PP,3,Girona,Masarac
CatSíqueesPot,2,Girona,Masarac
C's,1,Girona,Masarac
PACMA,1,Girona,Masarac
PSC,18,Girona,Maià de Montcal
PP,17,Girona,Maià de Montcal
CatSíqueesPot,10,Girona,Maià de Montcal
unio.cat,7,Girona,Maià de Montcal
GANEMOS,1,Girona,Maià de Montcal
PP,5,Girona,Madremanya
unio.cat,3,Girona,Madremanya
PSC,2,Girona,Madremanya
CatSíqueesPot,2,Girona,Madremanya
RECORTES CERO-ELS VERDS,2,Girona,Madremanya
PACMA,1,Girona,Madremanya
Abstención,1380,Girona,Maçanet de la Selva
Votos nulos,20,Girona,Maçanet de la Selva
